curve_ID,response_type,new name,response_type_group,treatment_1_type,treatment_1_group,treatment_2_type,treatment_2_group,experiment_design_notes
131,SGR,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"3 different salimity treatments, but no significant effect of salinity. reported mean is mean from equal no. of fish sampled across all salinity treatments"
133,growth efficiency,growth-efficiency,somatic growth,NA,NA,NA,NA,"3 different salimity treatments, but no significant effect of salinity. reported mean is mean from equal no. of fish sampled across all salinity treatments"
139,SGR,tank-specific-growth-rate,somatic growth,Ration,0,NA,NA,"2 fish per tank, but mean represents mean across all individuals in the treatment "
140,SGR,tank-specific-growth-rate,somatic growth,Ration,2,NA,NA,"2 fish per tank, but mean represents mean across all individuals in the treatment "
141,SGR,tank-specific-growth-rate,somatic growth,Ration,4,NA,NA,"2 fish per tank, but mean represents mean across all individuals in the treatment"
142,SGR,tank-specific-growth-rate,somatic growth,Ration,Max,NA,NA,"2 fish per tank, but mean represents mean across all individuals in the treatment"
147,specific-growth-rate-weight,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,
148,growth-rate-body-weight,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"growth was measured using the acclimated chronic exposure methodology (Zale 1984; Selonget al. 2001; Bear et  al. 2007), modified to last 33 d instead of 60 d. The experimental design, temperature control, head tanks, and fish tanks were as described for the egg test, except that flow to each tank was increased to 50 mL/min to accommodate the increased biomass of fry. The test used Mountain White fish fry that were incubated in Ft. Collins dechlorinated municipal tap water at 4.5◦C until hatch. After hatch, the temperature was warmed to 10◦C over 12 h. At the start of each test, twenty fry were randomly allocated to each tank. Fry were 9 d posthatch in 2008 and 12 d posthatch 2009. Temperatures of the head tanks wereadjusted to target temperatures at a rate of 1◦C/d from a startingtemperature of 10◦C. The number of fry subsampled from each tank was adjusted formortality when necessary so that the number of fry remainingin each tank was constant among treatments.Subsampled frywere euthanized with 500 mg/L MS-222, blotted dry with apaper towel and weighed to 0.001 g. Fry nwere fed brine shrimp nauplii  to satiation three times a day (once a day onweekends and holidays)."
155,instantaneous-growth-rate,specific-growth-rate-mass,somatic growth,Ration,high,NA,NA,"lengths and weights of fish were measured at the start of the experiment, after a two-week interval, and finally at the termination of the experiment. Observations at two weeks were used to adjust feeding rates. Fish in each tank were fin-clipped to allow tracking of individual fish growth through the experimental period. "
157,instantaneous-growth-rate,specific-growth-rate-mass,somatic growth,Ration,low,NA,NA,"lengths and weights of fish were measured at the start of the experiment, after a two-week interval, and finally at the termination of the experiment. Observations at two weeks were used to adjust feeding rates. Fish in each tank were fin-clipped to allow tracking of individual fish growth through the experimental period. "
158,instantaneous-growth-rate,specific-growth-rate-mass,somatic growth,Ration,medium,NA,NA,"lengths and weights of fish were measured at the start of the experiment, after a two-week interval, and finally at the termination of the experiment. Observations at two weeks were used to adjust feeding rates. Fish in each tank were fin-clipped to allow tracking of individual fish growth through the experimental period. "
161,daily-increment-in-total-length,absolute-growth-rate-length,somatic growth,NA,NA,NA,NA,NA
162,relative-growth-rate,relative-growth-rate,somatic growth,NA,NA,NA,NA,NA
163,growth-efficiency,growth-efficiency,somatic growth,Ration,high,NA,NA,"Conversion efficiency was calculated for fish held individually in 82 l tanks (n = 12 replicates per temper- ature) in a flow-through system during 3 wk experi- ments in 1999 (Table 1). Fish were randomly assigned a low (3% body weight [bw] d–1 on a wet weight basis) or high (ad libitum) ration. Temperatures tested were 6, 10, 16, 20, and 22°C. Temperatures were ambient (mean = 12°C) when fish were introduced to tanks, and gradually increased or decreased at a rate of 2°C d–1 to the target level during the first week. Fish received either 2 or 3 mm BioDiet pellets (composition noted above) distributed from automatic feeders over a 1 h period. Pellets remaining in tanks after the feeding period were counted and removed by siphoning. The total number of pellets consumed each week by each fish was determined and the dry weight of food con- sumed calculated from previously determined rela- tionships."
164,growth-efficiency,growth-efficiency,somatic growth,Ration,low,NA,NA,"Conversion efficiency was calculated for fish held individually in 82 l tanks (n = 12 replicates per temper- ature) in a flow-through system during 3 wk experi- ments in 1999 (Table 1). Fish were randomly assigned a low (3% body weight [bw] d–1 on a wet weight basis) or high (ad libitum) ration. Temperatures tested were 6, 10, 16, 20, and 22°C. Temperatures were ambient (mean = 12°C) when fish were introduced to tanks, and gradually increased or decreased at a rate of 2°C d–1 to the target level during the first week. Fish received either 2 or 3 mm BioDiet pellets (composition noted above) distributed from automatic feeders over a 1 h period. Pellets remaining in tanks after the feeding period were counted and removed by siphoning. The total number of pellets consumed each week by each fish was determined and the dry weight of food con- sumed calculated from previously determined rela- tionships."
165,specific-growth-rate-weight,specific-growth-rate-mass,somatic growth,Ration,high,NA,NA,"Conversion efficiency was calculated for fish held individually in 82 l tanks (n = 12 replicates per temper- ature) in a flow-through system during 3 wk experi- ments in 1999 (Table 1). Fish were randomly assigned a low (3% body weight [bw] d–1 on a wet weight basis) or high (ad libitum) ration. Temperatures tested were 6, 10, 16, 20, and 22°C. Temperatures were ambient (mean = 12°C) when fish were introduced to tanks, and gradually increased or decreased at a rate of 2°C d–1 to the target level during the first week. Fish received either 2 or 3 mm BioDiet pellets (composition noted above) distributed from automatic feeders over a 1 h period. Pellets remaining in tanks after the feeding period were counted and removed by siphoning. The total number of pellets consumed each week by each fish was determined and the dry weight of food con- sumed calculated from previously determined rela- tionships."
166,specific-growth-rate-weight,specific-growth-rate-mass,somatic growth,Ration,low,NA,NA,"Conversion efficiency was calculated for fish held individually in 82 l tanks (n = 12 replicates per temper- ature) in a flow-through system during 3 wk experi- ments in 1999 (Table 1). Fish were randomly assigned a low (3% body weight [bw] d–1 on a wet weight basis) or high (ad libitum) ration. Temperatures tested were 6, 10, 16, 20, and 22°C. Temperatures were ambient (mean = 12°C) when fish were introduced to tanks, and gradually increased or decreased at a rate of 2°C d–1 to the target level during the first week. Fish received either 2 or 3 mm BioDiet pellets (composition noted above) distributed from automatic feeders over a 1 h period. Pellets remaining in tanks after the feeding period were counted and removed by siphoning. The total number of pellets consumed each week by each fish was determined and the dry weight of food con- sumed calculated from previously determined rela- tionships."
181,growth-rate,energy-based-growth-rate,somatic growth,NA,NA,NA,NA,"Individual fish were fed on a diet of fresh pieces of chopped goat liver once a day for 2 h at 0900 h and 1100 h, ad libitum. Before the commencement of the experiment, the starved, live fish were weighed individually and introduced into the medium. To calculate the initial dry weight of the fish of each species, ten well acclimated fish of same weight group were individually weighed and dried in a hot air oven at 90°C for a period of 24 h to constant weight. To calculate the initial dry weight of the food, goat liver pieces were weighed in a wet condition and dried in a hot air oven at 90°C for 24 h. The feeding trial experiment was conducted for a period of 30 days. In all the experiments, the medium was changed daily. At the time of renewal, the faeces were siphoned out using a rubber tube, fixed in the aquarium with the least disturbance to the fish, and collected separately. They were dried to constant weight and the same procedures were adopted during the experimental periods.  growth rate = This was the difference between the initial and final energy content of the test fish."
188,gross-conversion-efficiency,conversion-efficiency,feeding,NA,NA,NA,NA,"Individual fish were fed on a diet of fresh pieces of chopped goat liver once a day for 2 h at 0900 h and 1100 h, ad libitum. Before the commencement of the experiment, the starved, live fish were weighed individually and introduced into the medium. To calculate the initial dry weight of the fish of each species, ten well acclimated fish of same weight group were individually weighed and dried in a hot air oven at 90°C for a period of 24 h to constant weight. To calculate the initial dry weight of the food, goat liver pieces were weighed in a wet condition and dried in a hot air oven at 90°C for 24 h. The feeding trial experiment was conducted for a period of 30 days. In all the experiments, the medium was changed daily. At the time of renewal, the faeces were siphoned out using a rubber tube, fixed in the aquarium with the least disturbance to the fish, and collected separately. They were dried to constant weight and the same procedures were adopted during the experimental periods.  growth rate = This was the difference between the initial and final energy content of the test fish."
198,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"During that period and the entire experiment, fish were fed a commercial diet (Gemma diamond 1 mm; Skretting, Stavanger, Norway) with 57 % of protein and 15 % lipid contents. Fish were fed manually twice a day, with a total amount that accounted for 2 % of the total biomass of each tank. At the end of the acclimation period (0 D), water temperatures were adjusted to the desired experimental treatments (±0.5 ◦C), which were 18, 22, 26 and 30 ◦C (groups 18, 22, 26 and 30).  The experimental period lasted 90 days. The initial average stocking density was 4.48 ±0.28 kg / m3. The experiment was performed in 12,100 L cylindrical-conical tanks. Biometrical data (fork length and body weight) were collected at day 0 (0 D), 30 (30 D), 60 (60 D) and 90 (90 D). "
205,growth-rate,specific-growth-rate-mass,somatic growth,Ration,neomysis,NA,NA,"All fish used in the experiment had been fed live Neomysis during the acclimation period and, in combination with pelleted food, during 2 weeks before whilst in the holding tank. Six charr were studied at each experimental temperature (Table I). During the experimental period, the fish were fed live Neomysis four times a day (at 0900, 1300, 1800, and 2300 hours). At feeding, it was checked that at least 20% of the shrimps were left from the previous feeding. Thus, the fish had always access to food. All Neomysis that were offered to the fish were counted and every morning uneaten shrimps were removed and counted"
206,growth-rate,specific-growth-rate-mass,somatic growth,Ration,pellets,NA,NA,"The fish were fed commercial pelleted food, distributed individually to each fish every third hour by a small automatic feeder (Petmate 14). A similar amount of food was distributed at each delivery, which had a duration of c. 1 h during which pellets fell into the tanks. The energy content of the pellets was 20·0 MJ kg"" 1. Initially, 48 charr were acclimated to the aquaria, but 11 fish that did not start to feed were removed and excluded from the experiment. Pellets were counted and put into the feeders every morning after uneaten pellets (at least 20% of the ration) and faeces had been removed by suction. All uneaten pellets were counted."
213,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,1,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
214,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,301,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
215,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,37,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
216,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,4,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
217,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,769,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
218,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,9,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
219,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,96,NA,NA,"Juvenile to adult cod were acclimated to experimental temperatures and reared in flow-through, oxygen-saturated tanks under continuous light to suppress maturation. Fish were individually weighed at the start and end of experiments lasting 17–154 days, with tank sizes scaled to body size. They were hand-fed to satiation 3–5 times daily (with automatic feeders for the smallest fish) using diets adjusted for protein–fat ratios."
238,instantaneous-rate-of-biomass-gain,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Eggs were hatched at 20 °C, and 120 larvae per group were acclimated to eight test temperatures (13.5–34 °C) at ~1 °C per hour. Each treatment had duplicates, with stable water quality, no ammonia, and natural photoperiod (18L:6D). Fish were fed ad libitum (Artemia and zooplankton), tanks were cleaned twice daily, and mortality was recorded. Subsamples of ~30 fish were taken on days 6, 11, 16, and 21 for measurement (length, weight) and preserved in formalin."
252,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA," Fish were reared for 28 days under a 12 h light:12 h dark cycle with aeration, twice-daily feeding, daily tank cleaning, and regular water quality monitoring; mortalities in the first two days were replaced. Initial and final lengths and weights were recorded, and specific growth rate (SGR) was calculated from weight gain per day, alongside condition factor and hepato-somatic index."
253,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA," Fish were reared for 28 days under a 12 h light:12 h dark cycle with aeration, twice-daily feeding, daily tank cleaning, and regular water quality monitoring; mortalities in the first two days were replaced. Initial and final lengths and weights were recorded, and specific growth rate (SGR) was calculated from weight gain per day, alongside condition factor and hepato-somatic index."
256,length-sgr,specific-growth-rate-length,somatic growth,NA,NA,NA,NA,"Live eels were captured over a 5-day period and kept in a holding facility at 10°C. They were not fed during holding. Then, they were flown to the university laboratory and held at 10°C for 2 days to recover from transport-induced stress. Eels were randomly distributed in 10 tanks, each containing 200 eels.  Each of these tanks represented one test temperature.Temp treatments ranged from 10 to 37C by 3 degree increments. The eels were acclimated to these rearing temperatures at a rate of 3°C every 48 h. Fish were fed ad libitum. Fish were held at these temps for the duration of the growth study (32 weeks). All fish in the 37°C treatment died."
267,otolith-sgr,otolith-specific-growth-rate,somatic growth,NA,NA,NA,NA,"Live eels were captured over a 5-day period and kept in a holding facility at 10°C. They were not fed during holding. Then, they were flown to the university laboratory and held at 10°C for 2 days to recover from transport-induced stress. Eels were randomly distributed in 10 tanks, each containing 200 eels.  Each of these tanks represented one test temperature.Temp treatments ranged from 10 to 37C by 3 degree increments. The eels were acclimated to these rearing temperatures at a rate of 3°C every 48 h. Fish were fed ad libitum. Fish were held at these temps for the duration of the growth study (32 weeks). All fish in the 37°C treatment died."
275,gross-growth-efficiency,growth-efficiency,somatic growth,Salinity,15,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
276,gross-growth-efficiency,growth-efficiency,somatic growth,Salinity,25,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
277,gross-growth-efficiency,growth-efficiency,somatic growth,Salinity,35,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
278,specific-growth-rate-mass,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Live eels were captured over a 5-day period and kept in a holding facility at 10°C. They were not fed during holding. Then, they were flown to the university laboratory and held at 10°C for 2 days to recover from transport-induced stress. Eels were randomly distributed in 10 tanks, each containing 200 eels.  Each of these tanks represented one test temperature.Temp treatments ranged from 10 to 37C by 3 degree increments. The eels were acclimated to these rearing temperatures at a rate of 3°C every 48 h. Fish were fed ad libitum. Fish were held at these temps for the duration of the growth study (32 weeks). All fish in the 37°C treatment died."
279,gross-growth-efficiency,growth-efficiency,somatic growth,Salinity,45,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
280,gross-growth-efficiency,growth-efficiency,somatic growth,Salinity,5,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
281,linear-growth-rate,absolute-growth-rate-length,somatic growth,Salinity,15,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
282,linear-growth-rate,absolute-growth-rate-length,somatic growth,Salinity,25,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
283,linear-growth-rate,absolute-growth-rate-length,somatic growth,Salinity,35,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
284,linear-growth-rate,absolute-growth-rate-length,somatic growth,Salinity,45,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
285,linear-growth-rate,absolute-growth-rate-length,somatic growth,Salinity,5,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
286,specific-growth-rate,specific-growth-rate-mass,somatic growth,Salinity,15,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
287,specific-growth-rate,specific-growth-rate-mass,somatic growth,Salinity,25,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
288,specific-growth-rate,specific-growth-rate-mass,somatic growth,Salinity,35,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
289,specific-growth-rate,specific-growth-rate-mass,somatic growth,Ration,1,NA,NA,NA
290,specific-growth-rate,specific-growth-rate-mass,somatic growth,Salinity,45,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
291,specific-growth-rate,specific-growth-rate-mass,somatic growth,Salinity,5,NA,NA,"They starved fish → fed them to satiation for 12 days under different temperature × salinity treatments → measured how much they ate, how much they grew in weight and length, and how efficiently they converted food into growth."
300,specific-growth-rate,specific-growth-rate-mass,somatic growth,Ration,2,NA,NA,NA
311,specific-growth-rate,specific-growth-rate-mass,somatic growth,Ration,3,NA,NA,NA
316,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,large,NA,NA,NA
317,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,medium,NA,NA,NA
318,specific-growth-rate,specific-growth-rate-mass,somatic growth,Size,small,NA,NA,NA
328,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"ndividual mass-specific growth rate (SGR, % body mass per day) was calculated every 30 days over 12 weeks.  Overall growth rate = mean SGR across the three 30-day periods. Fish were fed daily to satiation with crushed aquaculture feed and chopped pilchard; water quality (ammonia, nitrate, nitrite) was monitored and remained high."
345,growth-rate,absolute-growth-rate-length,somatic growth,NA,NA,NA,NA,"Twenty groups of 20 fish were placed into 9-L tanks and assigned to different temperatures (Trial 1: 23, 20, 17, 14 °C; Trial 2: 23, 25, 27, 29 °C). Fish were fed daily with size-screened zooplankton at 4,000 organisms/L, supplemented with Artemia when needed. After 35 days, surviving fry were euthanized and measured to calculate final length, growth rate, and surviva;"
349,larval-growth-rate,early-life-growth-rate-length,somatic growth,NA,NA,NA,NA,"Daily growth and yolk utilization rate (YUR) were measured from the change in larval notochord length and yolk sac area from each hatch day to the corresponding 4 DPH divided by larval notochord length and yolk sac area on the respective hatch day (Trippel et al., 2005). Yolk utilization efficiency (YUE) was measured by dividing the increase in LN from each hatch day to the corresponding 4 DPH by the corre- sponding decrease in AY (Rideout et al., 2004)."
350,yolk-utilization-rate,yolk-utilization-rate,somatic growth,NA,NA,NA,NA,"Daily growth and yolk utilization rate (YUR) were measured from the change in larval notochord length and yolk sac area from each hatch day to the corresponding 4 DPH divided by larval notochord length and yolk sac area on the respective hatch day (Trippel et al., 2005). Yolk utilization efficiency (YUE) was measured by dividing the increase in LN from each hatch day to the corresponding 4 DPH by the corre- sponding decrease in AY (Rideout et al., 2004)."
359,specific-growth-rate,specific-growth-rate-mass,somatic growth,Ration,feeding,NA,NA,NA
360,growth-efficiency,growth-efficiency,somatic growth,NA,NA,NA,NA,"Fish were collected in fall 1990 and reared at 7°C for several months prior to the experiment. The fish were divided into six groups with 33 immature fish per group. The rearing experiment lasted for 189 days. Temps of each group were: 2.4, 4.6, 7.0, 9.8, 12.6, and 15.1°C. A natural photoperiod was maintained. The halibut were tagged with numbered spaghetti tags to allow growth rate of individual fish to be calculated. The fish were weighed every 3 months and were not fed for 3 days prior to weighing, and specific growth rates & growth efficiencies were calculated."
362,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Fish were collected in fall 1990 and reared at 7°C for several months prior to the experiment. The fish were divided into six groups with 33 immature fish per group. The rearing experiment lasted for 189 days. Temps of each group were: 2.4, 4.6, 7.0, 9.8, 12.6, and 15.1°C. A natural photoperiod was maintained. The halibut were tagged with numbered spaghetti tags to allow growth rate of individual fish to be calculated. The fish were weighed every 3 months and were not fed for 3 days prior to weighing, and specific growth rates & growth efficiencies were calculated."
363,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Once the 30-day acclimation period (to the lab at water of 12°C) was over, 42 fish were randomly assigned to 4 temperature treatments: 10, 15, 20, and 25°C. The fish were directly transferred at their respective temperatures (ie, no gradual change over a period of time) to allow for experiment start to be on the same day for all the fish. Weight and length measurements were made on days 0, 15, 30, and 60."
385,specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,NA
386,relative-daily-growth,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Fertilized trout eggs were collected from four cutthroat trout populations native to Colorado during peak spawning activity in June of 2018. Adult males and females were collected from each population. Families were produced from each of the populations. Each female was stripped into a dry bowl then fertilized with milt from a single male. Fry from all populations were reared under common conditions. Growth trials were conducted by testing each population with three replicates at 6 different temperature treatments. For each population, 18 lots of 15 fish, each representing an even mix of each of the remaining families, were isolated at 126-day post hatch. Target temperatures for each system were 11, 14, 17, 20, 23, and 26 ◦C, maintained with either 800 or 1500 W submersible titanium aquarium heaters with automatic temperature controllers. With different populations reaching the 126-day post-hatch start threshold at different times, it was impossible to acclimate fish by increasing 1 ◦C each day until target temperatures were reached, as in other studies. Accordingly, we acclimated fish by moving their tanks through the temperature ladder provided by the grow-out system baths. For example, fish that were destined to spend 21 days at 23 ◦C were moved from the 13 ◦C round rearing tanks to three 14 ◦C chambers three days prior to the experiment, then to the 17 ◦Cbathtwo days prior, followed by the 20 ◦C bath the day before, reaching the target temperature of 23 ◦C on Day 0. With each transition, the volume of water in the tank was replaced with new (3 ◦C warmer) water over an 18 min period, which served as the tempering phase each day."
387,relative-daily-growth,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Fertilized trout eggs were collected from four cutthroat trout populations native to Colorado during peak spawning activity in June of 2018. Adult males and females were collected from each population. Families were produced from each of the populations. Each female was stripped into a dry bowl then fertilized with milt from a single male. Fry from all populations were reared under common conditions. Growth trials were conducted by testing each population with three replicates at 6 different temperature treatments. For each population, 18 lots of 15 fish, each representing an even mix of each of the remaining families, were isolated at 126-day post hatch. Target temperatures for each system were 11, 14, 17, 20, 23, and 26 ◦C, maintained with either 800 or 1500 W submersible titanium aquarium heaters with automatic temperature controllers. With different populations reaching the 126-day post-hatch start threshold at different times, it was impossible to acclimate fish by increasing 1 ◦C each day until target temperatures were reached, as in other studies. Accordingly, we acclimated fish by moving their tanks through the temperature ladder provided by the grow-out system baths. For example, fish that were destined to spend 21 days at 23 ◦C were moved from the 13 ◦C round rearing tanks to three 14 ◦C chambers three days prior to the experiment, then to the 17 ◦Cbathtwo days prior, followed by the 20 ◦C bath the day before, reaching the target temperature of 23 ◦C on Day 0. With each transition, the volume of water in the tank was replaced with new (3 ◦C warmer) water over an 18 min period, which served as the tempering phase each day."
388,relative-daily-growth,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Fertilized trout eggs were collected from four cutthroat trout populations native to Colorado during peak spawning activity in June of 2018. Adult males and females were collected from each population. Families were produced from each of the populations. Each female was stripped into a dry bowl then fertilized with milt from a single male. Fry from all populations were reared under common conditions. Growth trials were conducted by testing each population with three replicates at 6 different temperature treatments. For each population, 18 lots of 15 fish, each representing an even mix of each of the remaining families, were isolated at 126-day post hatch. Target temperatures for each system were 11, 14, 17, 20, 23, and 26 ◦C, maintained with either 800 or 1500 W submersible titanium aquarium heaters with automatic temperature controllers. With different populations reaching the 126-day post-hatch start threshold at different times, it was impossible to acclimate fish by increasing 1 ◦C each day until target temperatures were reached, as in other studies. Accordingly, we acclimated fish by moving their tanks through the temperature ladder provided by the grow-out system baths. For example, fish that were destined to spend 21 days at 23 ◦C were moved from the 13 ◦C round rearing tanks to three 14 ◦C chambers three days prior to the experiment, then to the 17 ◦Cbathtwo days prior, followed by the 20 ◦C bath the day before, reaching the target temperature of 23 ◦C on Day 0. With each transition, the volume of water in the tank was replaced with new (3 ◦C warmer) water over an 18 min period, which served as the tempering phase each day."
389,relative-daily-growth,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"Fertilized trout eggs were collected from four cutthroat trout populations native to Colorado during peak spawning activity in June of 2018. Adult males and females were collected from each population. Families were produced from each of the populations. Each female was stripped into a dry bowl then fertilized with milt from a single male. Fry from all populations were reared under common conditions. Growth trials were conducted by testing each population with three replicates at 6 different temperature treatments. For each population, 18 lots of 15 fish, each representing an even mix of each of the remaining families, were isolated at 126-day post hatch. Target temperatures for each system were 11, 14, 17, 20, 23, and 26 ◦C, maintained with either 800 or 1500 W submersible titanium aquarium heaters with automatic temperature controllers. With different populations reaching the 126-day post-hatch start threshold at different times, it was impossible to acclimate fish by increasing 1 ◦C each day until target temperatures were reached, as in other studies. Accordingly, we acclimated fish by moving their tanks through the temperature ladder provided by the grow-out system baths. For example, fish that were destined to spend 21 days at 23 ◦C were moved from the 13 ◦C round rearing tanks to three 14 ◦C chambers three days prior to the experiment, then to the 17 ◦Cbathtwo days prior, followed by the 20 ◦C bath the day before, reaching the target temperature of 23 ◦C on Day 0. With each transition, the volume of water in the tank was replaced with new (3 ◦C warmer) water over an 18 min period, which served as the tempering phase each day."
395,standardised-growth-rate,standardized-growth,somatic growth,NA,NA,NA,NA,NA
396,standardised-growth-rate,standardized-growth,somatic growth,NA,NA,NA,NA,NA
397,standardised-growth-rate,standardized-growth,somatic growth,NA,NA,NA,NA,NA
398,standardised-growth-rate,standardized-growth,somatic growth,NA,NA,NA,NA,NA
399,individual-specific-growth-rate,specific-growth-rate-mass,somatic growth,NA,NA,NA,NA,"For each species, fish were initially measured and stocked into experimental tanks at a density of three individuals/tank. The size range of fish used in the experiments was purposely restricted to focus on the effects of temperature rather than size-dependent growth. After establishment of experimental groups, temperatures were adjusted to treatment temperatures (0, 5, 9, and 16 °C) at a rate of 1.5 °C per day. Replicate tanks (n = 2) of each temperature treatment (n = 4) were assigned for each species (n = 4) to comprise a total of 32 tanks. At week 2 following the acclimation period, fish were weighed to the nearest 0.01 g (wet mass) and measured to the nearest 1 mm (SL) to establish ‘time 0’ for the growth experiment. After measurement, all fish were returned to their original tank and remeasured in the same manner at week 4 (period week 2–week 4) and again at week 6 (period week 4week 6) of the experiment to assess growth. At the end of the experiment, an additional 20 °C trial was conducted for species able to survive and maintain growth at 16 °C during the initial experiment. Fish used for the 20 °C trial were sourced from general holding tanks and had not been used in the original growth experiment. Specific growth rates based on mass of juvenile fish were determined. SGR = 100 - (e^g - 1), where g = ln(WW2) - ln(WW1)/ (t2 - t1). The same approach was used to calculate mean tank growth based on total tank biomass. Notable deviations in the two growth metrics can be an indicator of growth suppression due to social interactions within the tank."
