initial,study_ID,species_ID,origin,note,data_source,fig_file_name,extraction_method,data_type,animal_maintenance_notes,field_or_lab,n_temps,cohort_ID,individual_ID,metric_body_length,mean_body_length,individual_body_length,body_length_units,mean_body_length_error,mean_body_length_error_units,min_body_length,max_body_length,individual_body_mass,mean_body_mass,body_mass_units,mean_body_mass_error,mean_body_mass_upper_error,mean_body_mass_lower_error,mean_body_mass_error_units,body_mass_min,body_mass_max,initial_mean_body_length,initial_mean_body_length_unit,initial_mean_body_length_error,initial_mean_body_length_error_unit,initial_mean_body_mass,initial_mean_body_mass_unit,initial_mean_body_mass_error,initial_mean_body_mass_error_unit,body_mass_type,sex,mean_age,mean_age_unit,mean_age_error,mean_age_error_unit,number_of_fish_per_tank,number_of_observations_on_which_the_reported_mean_and_error_is_calculated,number_of_independent_replicates_of_treatment_temperature (this will be 1 if pseudoreplicated or every tank was entered on a separate line),notes_about_sample_size_and_replication,percent_survival,percent_survival_error,percent_survival_error_unit,initial_sample_size,final_sample_size,acclim_time_total_days,acclim_time_min_days,acclim_time_max_days,acclim_time_median,post_acclim_exposure_duration,post_acclim_exposure_duration_unit,duration_of_study_days,acclim_time_error,acclim_time_error_unit,acclim_temp,acclim_temp_error,acclim_temp_error_unit,test_temp,test_temp_error,test_temp_error_unit,temp_units,curve_type,life_stage_manip,life_stage_tested,response_desc,response_type,experiment_design_notes,treatment_1_type,treatment_1_group,treatment_1_group_units,treatment_1_group_error,treatment_1_group_error_units,treatment_2_type,treatment_2_group,treatment_2_group_units,treatment_2_group_error,treatment_2_group_error_units,response_ind,response_mode,response_median,response_mean,response_unit,equation_used,response_error,response_upper_error,response_lower_error,response_error_unit,min_response,max_response,latitude,longitude,lat_long_units,lat_long_method,collection_site,habitat,habitat_source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
HM,2_0084,SP76,wild,,dataset,Data_FundulusTPC_Blanchard_2024_JEZ.tab,source,published,"Adult Fundulus heteroclitus were collected in 2019 from New Hampshire (north) and Georgia (south) and acclimated at UBC under controlled conditions. In spring 2021, males and females were placed in separate tanks and gradually induced into spawning by increasing temperature and photoperiod. After 3 weeks on a rich diet, gametes were collected in vitro from 20 females and 10 males per population. Eggs and milt from each population were pooled, mixed, and fertilized in Petri dishes. Four crosses were produced: northern, southern, and reciprocal hybrids (N♀×S♂ and S♀×N♂). I am only using data from northern and southern crosses--no reciprocol",lab,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-130,NA,NA,eggs were divided into pools of 60–130 from each cross  and incubated in Petri dishes (2–6 Petri dishes per temperature and  cross),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,33,NA,NA,C,batch-acclim,embyro,embyro,development,development-rate,"Eggs from each cross were pooled (60–130 per pool) and incubated in Petri dishes (2–6 per temperature) with dechlorinated water and a fungicide, across temperatures from 15–36 °C (3 °C increments) under a 12L:12D cycle. Water was changed daily, with brief air exposure to trigger hatching when embryos reached stages 32–36. Dishes were checked twice daily for embryo viability and hatching. Hatched larvae were euthanized, fixed in formalin, and stored in ethanol at 4 °C for later analysis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,days,NA,NA,NA,NA,NA,NA,NA,42.916667,-70.85,deg,reported,"Hampton, New Hampshire",intertidal salt marshes,source
